TestId,Protocol,TestDate,Location,DeviceOperator,KitOperator,DeviceId,KitId,KitLot,Usage,Input,InputGroup,InputC,Result,AsExpected,Well1,Well2,Well3,Well4,Well5,ResultComment
2021-07-25_NABITA004.21_1,,7/25/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,,OQ3,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,126.8,105.8,94.3,181.2,239.3,Day 3
2021-07-27_NABITA002.35_1,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,,OQ1,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,134.4,138,122,278.2,251.6,Day 7
2021-07-27_NABITA004.21_1,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,,OQ1,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,119.1,74.1,129,182.6,148.4,Day 7
2021-07-27_NABITA002.35_2,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,INSC20001,20202.0721,,Negative NasalW,Negative,0,Positive,Yes,92.7,11.3,33.1,48,24.9,False positive; Gene M threshold too low?
2021-07-27_NABITA004.21_2,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,INSC20002,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,140.3,10.8,24.9,19,36.4,
2021-07-27_NABITA003.37_1,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,NBSC20112,51921001,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,51.8,48.9,52.5,124,61,
2021-07-27_NABITA002.35_3,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,INSC20003,20202.0721,,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,132.4,112.7,126.4,24.1,33.3,
2021-07-27_NABITA004.21_3,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,INSC20004,20202.0721,,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,131.6,107.5,110.1,23.6,28.1,
2021-07-27_NABITA003.37_2,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,INSC20005,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,93.5,86.2,95.5,220.1,200.6,
2021-07-27_NABITA002.35_4,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,INSC20006,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,109.3,14,26.9,26.4,21.7,
2021-07-27_NABITA004.21_4,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,INSC20007,20202.0721,,Negative NasalW,Negative,0,Positive,Yes,154.8,12.8,14,48,45.7,False positive; Gene M threshold too low?
2021-07-27_NABITA003.37_3,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,INSC20008,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,79.8,10,11.9,33.7,32.8,
2021-07-27_NABITA002.35_5,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,INSC20009,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,137.5,81.9,118.8,236.6,186.3,
2021-07-27_NABITA004.21_5,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,INSC20010,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,145.5,120.3,139.7,265.9,303.3,
2021-07-27_NABITA003.37_4,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,INSC20011,20202.0721,,Positive - aRNA24K,Gene N,"24,000",Positive,Yes,85.2,98.7,83.8,28,25.5,
2021-07-27_NABITA002.35_6,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,INSC20012,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,121.1,17.1,27.1,38.7,36,
2021-07-27_NABITA004.21_6,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,INSC20013,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,136.6,23.8,19.1,29.7,31.1,
2021-07-27_NABITA003.37_5,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,INSC20014,20202.0721,,Negative NasalW,Negative,0,Device Fail,Fail,N/A,N/A,N/A,N/A,N/A,Device turned off mid run
2021-07-27_NABITA002.35_7,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,INSC20015,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,148.9,119.2,111.5,196,178,
2021-07-27_NABITA004.21_7,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,INSC20016,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,70.6,69.1,108.3,185.9,255.8,
2021-07-27_NABITA003.37_6,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,INSC20017,20202.0721,,Negative NasalW,Negative,0,Positive,Yes,89.1,27.7,30.9,44.5,27,False positive; Gene M threshold too low?
2021-07-27_NABITA002.35_8,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,INSC20018,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,118,14.2,22.4,11.5,15.6,
2021-07-27_NABITA004.21_8,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,INSC20019,20202.0721,,Negative NasalW,Negative,0,Positive,Yes,149.7,16.4,26.4,25,44.8,False positive; Gene M threshold too low?
2021-07-27_NABITA003.37_7,,7/27/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,INSC20020,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Device Fail,Fail,N/A,N/A,N/A,N/A,N/A,Device turned off mid run
2021-07-28_NABITA002.35_1,,7/28/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,,OQ2,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,110.1,98,141.4,297.3,23.2,Day 7
2021-07-28_NABITA004.21_1,,7/28/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,,OQ2,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,102.6,65.2,101.1,116.6,169.1,Day 7
2021-07-28_NABITA002.35_2,,7/28/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.35,INSC20021,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,130.5,99,132.3,111.7,23.3,M gene is significantly delayed
2021-07-28_NABITA004.21_2,,7/28/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.21,INSC20022,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,NA,272.5,113.6,140.9,638.6,590.6,"Outdoor run, lots of signal interference"
2021-07-29_NABITA004.21_1,,7/29/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.21,,OQ3,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,111.8,135.9,115.6,157,209,Day 7
2021-07-29_NABITA002.35_1,,7/29/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.35,,OQ3,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,113,133.9,132.3,139,146,"Day 7 - Note: Device died on reaction heat ramp, reran"
2021-07-29_NABITA004.21_2,,7/29/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.21,INSC20023,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,134.4,117.8,144.7,243.9,207.8,Cartridge sat in hot car for 1 day
2021-07-30_NABITA002.39_1,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.39,NBSC20152,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,126.8,152.8,139.1,248.7,249.5,
2021-07-30_NABITA004.23_1,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.23,NBSC20153,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,159.3,103,191.7,185.7,197.1,
2021-07-30_NABITA002.39_2,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.39,NBSC20154,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,118.9,18.5,14.3,26,20.7,
2021-07-30_NABITA004.23_2,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.23,NBSC20155,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,134.7,12,14.7,23.2,18.9,
2021-07-30_NABITA002.39_3,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.39,NBSC20156,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,152.6,15,29.9,41.6,14.5,
2021-07-30_NABITA004.23_3,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.23,NBSC20200,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,106.4,13,14.4,46,21.5,
2021-07-30_NABITA002.39_4,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.39,NBSC20210,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,121.1,73.4,113.9,310.1,209.2,
2021-07-30_NABITA004.23_4,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.23,NBSC20186,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,129.6,87.4,109.6,229.9,147.8,
2021-07-30_NABITA002.39_5,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA002.39,NBSC20218,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,126,68.9,118.9,217.9,170.9,
2021-07-30_NABITA004.23_5,,7/30/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA004.23,NBSC20226,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,135.7,18,15.8,23.1,36.4,
2021-08-03_NABITA003.37_1,UT,8/3/2021,CXL,Dr. Jeff Kaplan,Dr. Jeff Kaplan,NABITA003.37,NBSC20221,20202.0721,,Negative,Negative,0,Invalid,Invalid,26.7,29.3,36.3,43.2,37.4,
2021-08-04_NABITA003.37_1,,8/4/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,NBSC20244,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,74.1,23.4,23.5,26.2,16.6,
2021-08-04_NABITA003.37_2,,8/4/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20222,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,124.2,18,10.7,40.3,28.8,Sample 175553 is Positive
2021-08-04_NABITA003.37_3,,8/4/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20223,20202.0721,,Clinical - ACME,NA,unknown,Positive,NA,110.1,25,29.2,60.3,23.9,Appears to be a false positive based on the curve morphology; Sample 177412 is Negative
2021-08-04_NABITA003.37_4,,8/4/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20224,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,54,21.4,20.2,25,18.5,Sample 4252042 is Positive
2021-08-04_NABITA003.37_5,,8/4/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20225,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,129.3,25.2,21.5,47.8,51.9,Sample 4368290 is Negative
2021-08-04_NABITA003.37_6,,8/4/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20227,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,136.1,14.8,17.4,26.5,35.4,Sample 4254093 is Positive
2021-08-04_NABITA003.37_7,,8/4/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,NBSC20228,20202.0721,,Clinical - ACME,NA,unknown,Positive,NA,120,66.6,83.7,319.7,235.1,Sample 4252382 is Positive
2021-08-04_NABITA003.37_8,,8/4/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20229,20202.0721,,Clinical - ACME,NA,unknown,Positive,NA,137.4,13.4,112.7,26.8,29.4,Sample 4181941 is Positive
2021-08-05_NABITA003.37_1,,8/5/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20230,20202.0721,,Clinical - ACME,NA,unknown,Positive,NA,59.9,63.7,10.2,14.7,12.4,One gene N replicate looks real; Sample 4367367 is Negative
2021-08-05_NABITA003.37_2,,8/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,NBSC20231,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,128.6,21,14.6,29.7,18.4,Sample 4364608 is Negative
2021-08-05_NABITA003.37_3,,8/5/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,NBSC20232,20202.0721,,Clinical - ACME,NA,unknown,Positive,NA,118.7,19.3,102.3,289,292.3,Sample 4254115 is Positive
2021-08-05_NABITA003.37_4,,8/5/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,NBSC20233,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,97.8,9.7,15.1,29.2,38.1,Sample 4276364 is Positive
2021-08-05_NABITA003.37_5,,8/5/2021,CXL,Gareth Fotouhi,Gareth Fotouhi,NABITA003.37,NBSC20234,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,86.3,9.8,16.3,33.7,30.9,Sample 4368359 is Negative
2021-08-05_NABITA003.37_6,,8/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,NBSC20235,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,99.5,18,20.3,47.5,28.6,Sample 4252914 is Positive
2021-08-05_NABITA003.37_7,,8/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,NBSC20236,20202.0721,,Clinical - ACME,NA,unknown,Positive,NA,107,23.4,24.8,256.6,11.5,Sample 4367364 is Positive
2021-08-05_NABITA003.37_8,,8/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,NBSC20237,20202.0721,,Clinical - ACME,NA,unknown,Negative,NA,70.9,21.6,23.6,51.4,32,Sample 4368347 is Positive
2021-08-09_NABITA003.37_1,,8/9/2021,CXL,Hal Holmes,Hal Holmes,NABITA003.37,NBSC20238,20202.0721,,Negative,Negative,0,Negative,Yes,108.9,28.4,11.5,29.6,30.9,
2021-08-12_NABITA003.37_1,,8/12/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20026,20202.0821,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,67.4,63,137.7,182.6,165.5,
2021-08-12_NABITA003.37_2,,8/12/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20039,20202.0821,,Negative,Negative,0,Negative,Yes,125.1,19.3,22,24.3,26.2,
2021-08-17_NABITA003.37_1,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20024,20202.0821,,Clinical - ACME,NA,unknown,Negative,NA,87.5,23.3,10.8,28.8,36,Sample 4367367 is Negative
2021-08-17_NABITA003.37_2,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20025,20202.0821,,Clinical - ACME,NA,unknown,Negative,NA,68.6,26.5,18.6,25.1,22,Sample 4252042 is Positive
2021-08-17_NABITA003.37_3,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20027,20202.0821,,Clinical - ACME,NA,unknown,Positive,NA,107,12.1,92.2,23.6,29.7,Sample 4254093 is Positive
2021-08-17_NABITA003.37_4,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20028,20202.0821,,Clinical - ACME,NA,unknown,Negative,NA,105.9,9.3,12.8,47,40.1,Sample 4368347 is Positive
2021-08-17_NABITA003.37_5,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20029,20202.0821,,Clinical - ACME,NA,unknown,Negative,NA,110.1,11.2,13.6,24.8,17.4,Sample 4323000 is Positive
2021-08-17_NABITA003.37_6,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20030,20202.0821,,Clinical - ACME,NA,unknown,Positive,NA,106,99.7,131.7,266.8,237.4,Sample 4254093 is Positive
2021-08-17_NABITA003.37_7,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20031,20202.0821,,Clinical - ACME,NA,unknown,Positive,NA,113.6,61.3,101.3,297.7,226.5,Sample 4368347 is Positive
2021-08-17_NABITA003.37_8,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20032,20202.0821,,Clinical - ACME,NA,unknown,Negative,NA,96.1,16.2,18.2,30.7,24.1,Sample 4252042 is Positive
2021-08-17_NABITA003.37_9,,8/17/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20033,20202.0821,,Clinical - ACME,NA,unknown,Device Fail,Fail,,,,,,Device died during test; Sample 4323000 is Positive
2021-08-27_NABITA003.37_1,,8/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20034,20202.0821,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,78.9,74.4,97.8,361.1,23.5,
2021-08-27_NABITA003.37_2,,8/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,INSC20035,20202.0821,,Clinical - ACME,NA,unknown,Negative,NA,103.7,16.9,17,20,20.9,Sample 4254093 is Positive - but this was an inhibition test with no diluent added
2021-08-30_NABITA001.23_1,,8/31/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA001.23,NBSC20239,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,116.2,87.7,116.5,133.8,176.7,
2021-09-01_NABITA001.23_1,,9/1/2021,CXL,Misa Winters,Misa Winters,NABITA001.23,NBSC20241,20202.0721,,Positive - GINW1K,Positive,1000,Positive,Yes,128.2,67.1,91.8,189.6,24.3,
2021-09-01_NABITA001.23_2,,9/1/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA001.23,NBSC20279,20202.0821,,Positive - GINW400,Positive,400,Positive,Yes,132.1,44.4,107.4,0,46.4,
2021-09-03_NABITA003.37_1,S2R,9/3/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,NBSC20258,20202.0821,,Positive - GINW1K,Positive,1000,Device Fail,Fail,,,,,,Device died during test
2021-09-03_NABITA003.37_2,S2R,9/3/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,NBSC20259,20202.0821,,Positive - GINW1K,Positive,1000,Positive,Yes,88.8,64.4,124.6,48.5,281.6,
2021-09-03_NABITA003.37_3,S2R 78°C,9/3/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,NBSC20260,20202.0821,,Positive - GINW1K,Positive,1000,Positive,Yes,,,,,,"Result recorded at end of test, but no data available due to container reset and power failure of device, causing data to be deleted"
2021-09-03_NABITA003.37_4,S2R 81°C,9/3/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.37,NBSC20261,20202.0821,,Positive - GINW1K,Positive,1000,Device Fail,Fail,,,,,,Device died during test
2021-09-10_NABITA003.37_1,S2R,9/10/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20242,20202.0721,,Positive - GINW1K,Positive,1000,Positive,Yes,124,93.6,141.6,253.7,31.5,
2021-09-10_NABITA003.37_2,S2R 78°C,9/10/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20243,20202.0721,,Positive - GINW1K,Positive,1000,Positive,Yes,55.9,42.9,68.7,35.1,138.2,
2021-09-10_NABITA003.37_3,S2R 81°C,9/10/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20245,20202.0721,,Positive - GINW1K,Positive,1000,Invalid,Invalid,28.3,17.5,14.9,20.7,22.9,
2021-09-10_NABITA003.37_4,S2R 72°C,9/10/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20246,20202.0721,,Positive - GINW1K,Positive,1000,Positive,Yes,124.7,94.5,129.9,350.4,237.6,
2021-09-10_NABITA003.37_5,S2R 69°C,9/10/2021,CXL,Misa Winters,Misa Winters,NABITA003.37,NBSC20247,20202.0721,,Positive - GINW1K,Positive,1000,Positive,Yes,51.7,70.2,103.4,300.1,40.2,
2021-09-27_NABITA004.23_1,S2R,9/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20036,20202.0821,,Negative NasalW,Negative,0,Negative,Yes,94.3,13.7,14.6,24.2,15,
2021-09-27_NABITA004.23_2,S2R,9/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20037,20202.0821,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,72.9,99,63.5,247.9,97.3,
2021-09-27_NABITA004.23_3,S2R,9/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,INSC20038,20202.0821,,Negative NasalW,Negative,0,Negative,Yes,123.1,7.5,9.5,11,10.4,
2021-09-27_NABITA002.39_1,S2R,9/27/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,INSC20040,20202.0821,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,139.5,136.7,138,239.5,164.5,
2021-09-30_NABITA002.39_1,S2R,9/30/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20240,20202.0721,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,120.4,80,158.4,215.8,176.5,
2021-10-04_NABITA002.39_1,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20249,20202.0721,,Positive - GINW3.9,Positive,3.9,Negative,No,113.1,12.5,27.4,51.3,31.4,
2021-10-04_NABITA003.38_1,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20250,20202.0721,,Positive - GINW3.9,Positive,3.9,Positive,Yes,105.5,62.5,12.6,12.1,23,
2021-10-04_NABITA004.23_1,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20251,20202.0721,,Positive - GINW3.9,Positive,3.9,Negative,No,117.6,15.8,12.9,22.4,10.4,
2021-10-04_NABITA002.39_2,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20252,20202.0721,,Positive - GINW15.6,Positive,15.6,Negative,No,123.8,11.3,10.7,18.1,8.7,
2021-10-04_NABITA003.38_2,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20253,20202.0721,,Positive - GINW15.6,Positive,15.6,Positive,Yes,112.4,16.4,72.4,381,198.7,
2021-10-04_NABITA004.23_2,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20254,20202.0721,,Positive - GINW15.6,Positive,15.6,Negative,No,101.6,11.6,10.9,32,24.8,
2021-10-04_NABITA002.39_3,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20255,20202.0721,,Positive - GINW62.5,Positive,62.5,Positive,Yes,93.5,83.8,25.4,25.3,95.9,
2021-10-04_NABITA003.38_3,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20256,20202.0721,,Positive - GINW62.5,Positive,62.5,Positive,Yes,85.4,66.4,104.2,48.1,294.4,
2021-10-04_NABITA004.23_3,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20257,20202.0721,,Positive - GINW62.5,Positive,62.5,Negative,No,94,14.3,23.1,15.1,7.6,
2021-10-04_NABITA002.39_4,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20198,20202.0721,,Positive - GINW250,Positive,250,Positive,Yes,130,130.6,139.9,186.9,191.1,
2021-10-04_NABITA003.38_4,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20195,20202.0721,,Positive - GINW250,Positive,250,Positive,Yes,78.9,74.1,104.7,181,172.9,
2021-10-04_NABITA004.23_4,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20199,20202.0721,,Positive - GINW250,Positive,250,Positive,Yes,151.6,92.7,113.3,104.9,115.5,
2021-10-04_NABITA002.39_5,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20194,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,114.4,14,11.7,20.9,14.2,
2021-10-04_NABITA003.38_5,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20196,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,75.9,8.5,16.1,40,25.5,
2021-10-04_NABITA004.23_5,S2R,10/4/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20197,20202.0721,,Negative NasalW,Negative,0,Negative,Yes,69.4,7.8,14,20,20.9,
2021-10-05_NABITA002.39_1,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20176,20202.0721,,Positive - GINW3.9,Positive,3.9,Negative,No,139.1,19.6,10.6,34.9,34.3,
2021-10-05_NABITA003.38_1,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20188,20202.0721,,Positive - GINW3.9,Positive,3.9,Negative,No,87.6,12.8,19.2,36.2,16,
2021-10-05_NABITA002.39_2,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20205,20202.0721,,Positive - GINW15.6,Positive,15.6,Negative,No,145.1,15.2,13.1,15.8,12.7,
2021-10-05_NABITA003.38_2,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20206,20202.0721,,Positive - GINW15.6,Positive,15.6,Negative,No,114.2,21.9,10.7,31.1,35.8,
2021-10-05_NABITA002.39_3,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20201,20202.0721,,Positive - GINW62.5,Positive,62.5,Positive,Yes,148,14.9,14.6,255.8,185.5,
2021-10-05_NABITA003.38_3,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20202,20202.0721,,Positive - GINW62.5,Positive,62.5,Negative,No,85.5,12.3,21.1,45.2,27.5,
2021-10-05_NABITA002.39_4,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20280,20202.0821,,Positive - GINW250,Positive,250,Positive,Yes,116.1,101.9,137.3,200.9,177.6,
2021-10-05_NABITA003.38_4,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20262,20202.0821,,Positive - GINW250,Positive,250,Positive,Yes,106.3,16.9,124,52,232.1,
2021-10-05_NABITA002.39_5,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA002.39,NBSC20263,20202.0821,,Negative NasalW,Negative,0,Negative,No,137.2,18.5,28,40.4,16.3,
2021-10-05_NABITA003.38_5,S2R,10/5/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA003.38,NBSC20264,20202.0821,,Negative NasalW,Negative,0,Negative,No,109.7,18.7,22.6,25.4,25.2,
2021-10-26_NABITA004.23_1,S2R,10/26/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20266,20202.0821,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,115.5,96.3,141.7,164.1,123.8,
2021-10-26_NABITA004.23_2,S2R,10/26/2021,CXL,Jackie Mercader,Jackie Mercader,NABITA004.23,NBSC20267,20202.0821,,Positive - GINW7.65K,Positive,"7,650",Positive,Yes,81.8,102.1,81.9,86,120.2,
